19824,180,1967,229
8648,181,1793,161
23570,182,1310,344
11382,183,522,135
21829,184,1346,298
21697,185,1249,307
22101,186,1352,359
6883,187,915,431
20588,188,1457,375
19683,189,1602,261
18659,190,781,353
16671,191,573,314
13644,192,1524,480
21677,193,1700,383
20287,194,1294,420
23331,195,543,258
21500,196,892,455
7267,197,779,394
6613,198,1845,208
18290,199,1139,117
15593,200,515,265
6607,201,1804,487
19853,202,801,236
18444,203,1605,151
14595,204,1220,376
9020,205,1173,189
17295,206,1906,447
15377,207,1465,311
8132,208,823,283
5990,209,1223,268
7302,210,752,341
7254,211,1005,358
22280,212,719,168
19135,213,1950,241
15265,214,1161,184
20951,215,628,200
21429,216,1746,298
19417,217,1095,235
19747,218,1100,102
8374,219,1454,372
22370,220,1504,258
11564,221,721,438
22834,222,563,202
13688,223,1354,386
19011,224,1942,176
8663,225,1790,340
7135,226,919,341
23618,227,526,210
19268,228,906,251
21687,229,1635,115
14311,230,1356,122
15386,231,1103,360
5725,232,1438,199
19093,233,1957,269
10325,234,1500,413
17282,235,1162,164
20112,236,1972,278
10839,237,1195,287
21525,238,1872,202
8571,239,1257,372
18342,240,653,406
11959,241,1686,297
18562,242,639,447
6343,243,959,465
11068,244,699,163
21877,245,515,455
17315,246,1797,140
19051,247,1431,217
5748,248,1891,351
15596,249,697,277
17393,250,1832,336
21280,251,1895,298
23898,252,1010,352
6906,253,672,345
14812,254,1614,184
21592,255,1050,231
6900,256,739,351
16068,257,685,193
23552,258,1306,145
19701,259,811,235
10517,260,1420,218
6704,261,1350,341
7030,262,1250,466
6728,263,573,166
21792,264,1366,427
11481,265,1149,474
23931,266,548,479
12580,267,1906,116
7358,268,678,330
20464,269,1743,188
23428,270,611,294
17027,271,1047,301
14609,272,790,363
14205,273,837,386
13472,274,917,405
18637,275,803,353
15343,276,768,186
6026,277,1374,435
15943,278,1490,370
16460,279,1707,312
10004,280,1053,478
16605,281,825,113
21356,282,1036,455
20250,283,718,124
6991,284,1225,197
9121,285,897,304
11973,286,1124,354
7360,287,765,203
8054,288,901,283
16715,289,855,286
5689,290,1546,333
13358,291,1810,480
20655,292,630,261
20660,293,1774,125
15985,294,1230,179
23687,295,851,326
7113,296,1345,208
13044,297,1635,378
10425,298,1600,223
9402,299,1541,190
20335,300,1845,445
8298,301,1795,317
14826,302,1734,347
10945,303,527,240
20012,304,1073,241
16702,305,1372,301
14585,306,1902,288
5236,307,1883,167
19762,308,626,475
16478,309,1710,429
15310,310,1683,451
12809,311,836,297
21850,312,1026,493
10086,313,696,302
19628,314,1422,269
15309,315,815,234
12930,316,1744,174
20936,317,1498,125
19334,318,1054,475
7586,319,872,208
12000,320,849,440
15826,321,1538,418
14082,322,578,324
21415,323,1387,490
5411,324,1687,242
21971,325,584,392
22941,326,1247,477
19616,327,1901,238
21255,328,739,486
20397,329,1597,486
10108,330,1353,146
23011,331,1303,368
21428,332,557,132
18207,333,1076,262
10733,334,1092,413
9515,335,1644,144
22439,336,1500,310
10944,337,1037,260
8468,338,1506,485
7927,339,985,421
22909,340,1999,352
18921,341,1167,206
22867,342,1002,491
6541,343,1675,197
17726,344,1386,140
13938,345,1072,468
21150,346,1514,422
10109,347,970,247
12350,348,920,332
19580,349,1074,236
21107,350,938,375
14605,351,1688,277
18057,352,951,364
21380,353,800,445
9626,354,1317,190
7319,355,1723,100
15711,356,578,274
22014,357,1383,202
5812,358,1480,303
17662,359,672,446
12241,360,1329,423
7004,361,631,346
17685,362,668,342
18091,363,1016,382
23907,364,951,145
9562,365,1409,313
16497,366,910,371
17084,367,715,459
6563,368,1182,456
18162,369,1436,322
14645,370,1439,249
12114,371,609,436
19706,372,1873,200
23096,373,778,258
15696,374,1874,286
10853,375,1882,471
10116,376,1406,305
14383,377,1718,120
15279,378,1893,350
14770,379,1163,400
9627,380,1956,458
17073,381,860,424
21398,382,1738,401
7355,383,699,341
14866,384,1235,120
10326,385,1196,305
20722,386,1994,271
18761,387,1085,233
16551,388,1248,459
16071,389,1270,428
22127,390,822,211
23185,391,795,245
20097,392,1959,275
7326,393,1939,149
22065,394,1312,383
15515,395,1335,461
12969,396,601,423
9955,397,1628,458
12637,398,1972,255
18420,399,1020,353
17197,400,1993,142
